item_id,order_id,book_id,quantity,unit_price,line_total
I001396,O00547,B0161,3,30000,90000
I001397,O00547,B0043,1,44000,44000
I001398,O00548,B0087,1,22000,22000
I001399,O00548,B0119,1,36000,36000
I001400,O00549,B0010,3,12000,36000
I001401,O00550,B0069,1,25000,25000
I001402,O00550,B0057,1,42000,42000
I001403,O00550,B0025,2,41000,82000
I001404,O00551,B0200,1,44000,44000
I001405,O00551,B0130,2,37000,74000
I001406,O00552,B0132,1,34000,34000
I001407,O00552,B0185,3,13000,39000
I001408,O00553,B0009,1,24000,24000
I001409,O00554,B0196,1,19000,19000
I001410,O00554,B0132,1,34000,34000
I001411,O00555,B0130,1,37000,37000
I001412,O00555,B0045,1,27000,27000
I001413,O00555,B0037,1,20000,20000
I001414,O00555,B0082,1,23000,23000
I001415,O00556,B0094,1,29000,29000
I001416,O00557,B0057,3,42000,126000
I001417,O00557,B0098,1,26000,26000
I001418,O00558,B0060,1,37000,37000
I001419,O00558,B0087,1,22000,22000
I001420,O00559,B0007,1,42000,42000
I001421,O00559,B0079,2,25000,50000
I001422,O00560,B0098,3,26000,78000
I001423,O00560,B0109,1,11000,11000
I001424,O00560,B0101,1,31000,31000
I001425,O00561,B0086,1,21000,21000
I001426,O00562,B0075,2,18000,36000
I001427,O00562,B0164,1,31000,31000
I001428,O00562,B0017,1,17000,17000
I001429,O00563,B0050,1,17000,17000
I001430,O00563,B0095,1,9000,9000
I001431,O00563,B0062,1,26000,26000
I001432,O00563,B0105,1,34000,34000
I001433,O00564,B0105,1,34000,34000
I001434,O00564,B0133,3,9000,27000
I001435,O00564,B0151,1,12000,12000
I001436,O00565,B0174,1,31000,31000
I001437,O00565,B0083,1,20000,20000
I001438,O00565,B0071,1,42000,42000
I001439,O00565,B0181,1,30000,30000
I001440,O00566,B0157,1,37000,37000
I001441,O00566,B0039,2,30000,60000
I001442,O00566,B0026,1,18000,18000
I001443,O00566,B0108,1,31000,31000
I001444,O00567,B0031,3,15000,45000
I001445,O00567,B0007,3,42000,126000
I001446,O00567,B0124,1,19000,19000
I001447,O00567,B0118,1,26000,26000
I001448,O00568,B0055,1,14000,14000
I001449,O00569,B0140,3,28000,84000
I001450,O00569,B0090,1,33000,33000
I001451,O00569,B0143,3,24000,72000
I001452,O00569,B0111,1,19000,19000
I001453,O00570,B0154,1,28000,28000
I001454,O00570,B0067,1,35000,35000
I001455,O00570,B0108,1,31000,31000
I001456,O00570,B0037,3,20000,60000
I001457,O00571,B0111,1,19000,19000
I001458,O00571,B0132,1,34000,34000
I001459,O00571,B0081,1,31000,31000
I001460,O00572,B0182,1,17000,17000
I001461,O00572,B0056,1,15000,15000
I001462,O00572,B0011,1,9000,9000
I001463,O00573,B0068,1,36000,36000
I001464,O00574,B0115,1,9000,9000
I001465,O00574,B0059,3,20000,60000
I001466,O00574,B0169,1,24000,24000
I001467,O00575,B0160,1,33000,33000
I001468,O00575,B0024,1,36000,36000
I001469,O00575,B0042,1,22000,22000
I001470,O00576,B0007,2,42000,84000
I001471,O00576,B0095,1,9000,9000
I001472,O00577,B0119,1,36000,36000
I001473,O00577,B0168,1,27000,27000
I001474,O00577,B0114,3,36000,108000
I001475,O00577,B0177,2,24000,48000
I001476,O00578,B0006,1,16000,16000
I001477,O00578,B0113,3,40000,120000
I001478,O00579,B0187,1,36000,36000
I001479,O00580,B0200,1,44000,44000
I001480,O00580,B0010,1,12000,12000
I001481,O00580,B0047,1,42000,42000
I001482,O00580,B0058,1,33000,33000
I001483,O00581,B0172,1,42000,42000
I001484,O00581,B0002,3,13000,39000
I001485,O00582,B0139,1,20000,20000
I001486,O00582,B0124,2,19000,38000
I001487,O00583,B0061,3,32000,96000
I001488,O00584,B0089,3,44000,132000
I001489,O00585,B0025,1,41000,41000
I001490,O00585,B0160,1,33000,33000
I001491,O00585,B0050,1,17000,17000
I001492,O00586,B0184,1,41000,41000
I001493,O00586,B0170,1,34000,34000
I001494,O00586,B0100,1,15000,15000
I001495,O00587,B0036,2,28000,56000
I001496,O00587,B0112,3,33000,99000
I001497,O00588,B0099,1,18000,18000
I001498,O00588,B0002,2,13000,26000
I001499,O00588,B0195,3,14000,42000
I001500,O00588,B0187,1,36000,36000
I001501,O00589,B0106,1,21000,21000
I001502,O00589,B0151,1,12000,12000
I001503,O00589,B0014,1,29000,29000
I001504,O00590,B0091,1,35000,35000
I001505,O00590,B0192,2,40000,80000
I001506,O00590,B0182,3,17000,51000
I001507,O00591,B0087,1,22000,22000
I001508,O00591,B0190,2,37000,74000
I001509,O00592,B0061,1,32000,32000
I001510,O00592,B0041,1,27000,27000
I001511,O00592,B0136,1,41000,41000
I001512,O00592,B0160,2,33000,66000
I001513,O00593,B0159,1,17000,17000
I001514,O00593,B0090,1,33000,33000
I001515,O00593,B0081,3,31000,93000
I001516,O00593,B0198,1,38000,38000
I001517,O00594,B0131,1,16000,16000
I001518,O00594,B0063,1,28000,28000
I001519,O00594,B0074,1,34000,34000
I001520,O00595,B0131,1,16000,16000
I001521,O00595,B0080,1,16000,16000
I001522,O00595,B0167,1,24000,24000
I001523,O00596,B0144,1,19000,19000
I001524,O00596,B0073,1,11000,11000
I001525,O00596,B0113,3,40000,120000
I001526,O00596,B0175,1,12000,12000
I001527,O00597,B0068,1,36000,36000
I001528,O00597,B0078,1,16000,16000
I001529,O00597,B0047,1,42000,42000
I001530,O00598,B0169,1,24000,24000
I001531,O00599,B0019,1,26000,26000
I001532,O00599,B0029,1,16000,16000
I001533,O00599,B0199,1,33000,33000
I001534,O00599,B0011,1,9000,9000
I001535,O00600,B0089,2,44000,88000
I001536,O00600,B0185,2,13000,26000
I001537,O00600,B0144,1,19000,19000
I001538,O00600,B0128,1,30000,30000
I001539,O00601,B0098,2,26000,52000
I001540,O00601,B0138,1,40000,40000
I001541,O00602,B0127,2,16000,32000
I001542,O00602,B0081,2,31000,62000
I001543,O00603,B0020,1,34000,34000
I001544,O00603,B0053,1,9000,9000
I001545,O00603,B0019,1,26000,26000
I001546,O00604,B0152,3,37000,111000
I001547,O00604,B0032,2,33000,66000
I001548,O00604,B0061,3,32000,96000
I001549,O00604,B0123,2,41000,82000
I001550,O00605,B0025,1,41000,41000
I001551,O00605,B0129,1,38000,38000
I001552,O00605,B0148,1,19000,19000
I001553,O00606,B0059,1,20000,20000
I001554,O00606,B0113,1,40000,40000
I001555,O00606,B0158,1,26000,26000
I001556,O00606,B0161,1,30000,30000
I001557,O00607,B0019,1,26000,26000
I001558,O00608,B0057,1,42000,42000
I001559,O00609,B0036,1,28000,28000
I001560,O00609,B0162,2,27000,54000
I001561,O00609,B0172,1,42000,42000
I001562,O00610,B0154,1,28000,28000
I001563,O00610,B0076,1,9000,9000
I001564,O00611,B0061,1,32000,32000
I001565,O00612,B0156,3,35000,105000
I001566,O00612,B0114,3,36000,108000
I001567,O00613,B0130,2,37000,74000
I001568,O00613,B0003,1,29000,29000
I001569,O00613,B0027,3,39000,117000
I001570,O00614,B0050,2,17000,34000
I001571,O00614,B0200,2,44000,88000
I001572,O00614,B0146,3,24000,72000
I001573,O00614,B0031,1,15000,15000
I001574,O00615,B0161,2,30000,60000
I001575,O00616,B0131,1,16000,16000
I001576,O00616,B0122,3,12000,36000
I001577,O00616,B0076,2,9000,18000
I001578,O00617,B0105,3,34000,102000
I001579,O00617,B0032,2,33000,66000
I001580,O00617,B0013,3,19000,57000
I001581,O00617,B0019,1,26000,26000
I001582,O00618,B0155,1,41000,41000
I001583,O00618,B0068,3,36000,108000
I001584,O00619,B0042,2,22000,44000
I001585,O00620,B0076,1,9000,9000
I001586,O00620,B0110,2,15000,30000
I001587,O00620,B0027,1,39000,39000
I001588,O00621,B0077,1,14000,14000
I001589,O00622,B0188,1,33000,33000
I001590,O00623,B0143,1,24000,24000
I001591,O00624,B0005,1,9000,9000
I001592,O00624,B0008,1,36000,36000
I001593,O00625,B0047,3,42000,126000
I001594,O00625,B0122,2,12000,24000
I001595,O00625,B0117,1,25000,25000
I001596,O00626,B0012,1,44000,44000
I001597,O00626,B0111,1,19000,19000
I001598,O00626,B0195,2,14000,28000
I001599,O00627,B0167,1,24000,24000
I001600,O00627,B0099,3,18000,54000
I001601,O00627,B0033,1,40000,40000
I001602,O00628,B0143,1,24000,24000
I001603,O00628,B0165,3,36000,108000
I001604,O00628,B0020,1,34000,34000
I001605,O00629,B0021,3,18000,54000
I001606,O00629,B0013,3,19000,57000
I001607,O00629,B0187,1,36000,36000
I001608,O00629,B0023,1,14000,14000
I001609,O00630,B0091,2,35000,70000
I001610,O00630,B0141,1,13000,13000
I001611,O00630,B0123,1,41000,41000
I001612,O00630,B0024,1,36000,36000
I001613,O00631,B0042,1,22000,22000
I001614,O00632,B0073,1,11000,11000
I001615,O00632,B0164,2,31000,62000
I001616,O00633,B0167,1,24000,24000
I001617,O00633,B0193,1,26000,26000
I001618,O00633,B0048,1,11000,11000
I001619,O00634,B0098,1,26000,26000
I001620,O00634,B0002,3,13000,39000
I001621,O00634,B0005,1,9000,9000
I001622,O00634,B0155,2,41000,82000
I001623,O00635,B0148,1,19000,19000
I001624,O00635,B0181,3,30000,90000
I001625,O00635,B0061,3,32000,96000
I001626,O00635,B0045,3,27000,81000
I001627,O00636,B0152,1,37000,37000
I001628,O00636,B0094,1,29000,29000
I001629,O00636,B0165,1,36000,36000
I001630,O00636,B0029,1,16000,16000
I001631,O00637,B0079,1,25000,25000
I001632,O00637,B0117,3,25000,75000
I001633,O00637,B0062,1,26000,26000
I001634,O00637,B0161,2,30000,60000
I001635,O00638,B0101,1,31000,31000
I001636,O00638,B0152,3,37000,111000
I001637,O00638,B0009,2,24000,48000
I001638,O00638,B0132,1,34000,34000
I001639,O00639,B0056,1,15000,15000
I001640,O00640,B0073,1,11000,11000
I001641,O00641,B0070,1,26000,26000
I001642,O00641,B0067,1,35000,35000
I001643,O00641,B0033,2,40000,80000
I001644,O00642,B0183,2,22000,44000
I001645,O00642,B0085,3,39000,117000
I001646,O00643,B0132,1,34000,34000
I001647,O00643,B0124,1,19000,19000
I001648,O00643,B0153,1,20000,20000
I001649,O00644,B0141,1,13000,13000
I001650,O00645,B0014,1,29000,29000
I001651,O00645,B0190,3,37000,111000
I001652,O00645,B0184,3,41000,123000
I001653,O00646,B0162,1,27000,27000
I001654,O00647,B0100,2,15000,30000
I001655,O00647,B0136,2,41000,82000
I001656,O00647,B0118,1,26000,26000
I001657,O00648,B0069,1,25000,25000
I001658,O00648,B0135,3,27000,81000
I001659,O00648,B0126,1,28000,28000
I001660,O00649,B0027,2,39000,78000
I001661,O00649,B0173,1,31000,31000
I001662,O00649,B0098,2,26000,52000
I001663,O00649,B0126,2,28000,56000
I001664,O00650,B0024,1,36000,36000
I001665,O00650,B0156,2,35000,70000
I001666,O00651,B0167,1,24000,24000
I001667,O00651,B0129,1,38000,38000
I001668,O00651,B0142,1,43000,43000
I001669,O00652,B0165,1,36000,36000
I001670,O00652,B0120,3,38000,114000
I001671,O00652,B0175,1,12000,12000
I001672,O00652,B0154,1,28000,28000
I001673,O00653,B0166,1,43000,43000
I001674,O00653,B0178,2,11000,22000
I001675,O00653,B0059,2,20000,40000
I001676,O00654,B0120,2,38000,76000
I001677,O00654,B0131,2,16000,32000
I001678,O00654,B0150,1,15000,15000
I001679,O00654,B0003,1,29000,29000
I001680,O00655,B0132,1,34000,34000
I001681,O00655,B0071,1,42000,42000
I001682,O00655,B0012,1,44000,44000
I001683,O00656,B0038,2,32000,64000
I001684,O00656,B0158,1,26000,26000
I001685,O00657,B0166,3,43000,129000
I001686,O00658,B0186,1,35000,35000
I001687,O00658,B0141,1,13000,13000
I001688,O00658,B0142,1,43000,43000
I001689,O00658,B0123,1,41000,41000
I001690,O00659,B0181,1,30000,30000
I001691,O00659,B0087,1,22000,22000
I001692,O00659,B0152,3,37000,111000
I001693,O00659,B0186,1,35000,35000
I001694,O00660,B0154,1,28000,28000
I001695,O00660,B0200,3,44000,132000
I001696,O00661,B0098,3,26000,78000
I001697,O00661,B0171,1,35000,35000
I001698,O00661,B0177,1,24000,24000
I001699,O00662,B0015,3,23000,69000
I001700,O00662,B0044,1,10000,10000
I001701,O00662,B0162,1,27000,27000
I001702,O00662,B0058,1,33000,33000
I001703,O00663,B0153,3,20000,60000
I001704,O00663,B0047,3,42000,126000
I001705,O00663,B0103,1,13000,13000
I001706,O00663,B0093,1,15000,15000
I001707,O00664,B0033,1,40000,40000
I001708,O00664,B0008,3,36000,108000
I001709,O00665,B0114,1,36000,36000
I001710,O00665,B0011,3,9000,27000
I001711,O00665,B0112,1,33000,33000
I001712,O00666,B0005,1,9000,9000
I001713,O00666,B0189,2,38000,76000
I001714,O00667,B0141,3,13000,39000
I001715,O00667,B0042,3,22000,66000
I001716,O00667,B0043,3,44000,132000
I001717,O00667,B0008,1,36000,36000
I001718,O00668,B0067,1,35000,35000
I001719,O00669,B0045,2,27000,54000
I001720,O00670,B0112,3,33000,99000
I001721,O00670,B0042,1,22000,22000
I001722,O00671,B0041,1,27000,27000
I001723,O00671,B0014,3,29000,87000
I001724,O00671,B0123,1,41000,41000
I001725,O00671,B0035,2,31000,62000
I001726,O00672,B0091,1,35000,35000
I001727,O00672,B0064,1,18000,18000
I001728,O00673,B0164,1,31000,31000
I001729,O00673,B0020,3,34000,102000
I001730,O00673,B0171,1,35000,35000
I001731,O00674,B0188,2,33000,66000
I001732,O00675,B0117,1,25000,25000
I001733,O00675,B0128,1,30000,30000
I001734,O00676,B0126,1,28000,28000
I001735,O00677,B0086,1,21000,21000
I001736,O00677,B0156,1,35000,35000
I001737,O00678,B0007,1,42000,42000
I001738,O00678,B0055,1,14000,14000
I001739,O00679,B0037,1,20000,20000
I001740,O00679,B0034,1,44000,44000
I001741,O00679,B0132,1,34000,34000
I001742,O00679,B0109,2,11000,22000
I001743,O00680,B0104,3,40000,120000
I001744,O00681,B0090,1,33000,33000
I001745,O00681,B0102,3,39000,117000
I001746,O00682,B0159,1,17000,17000
I001747,O00682,B0182,1,17000,17000
I001748,O00683,B0062,3,26000,78000
I001749,O00683,B0148,1,19000,19000
I001750,O00683,B0009,1,24000,24000
I001751,O00684,B0198,1,38000,38000
I001752,O00684,B0152,1,37000,37000
I001753,O00685,B0193,2,26000,52000
I001754,O00686,B0082,1,23000,23000
I001755,O00686,B0104,1,40000,40000
I001756,O00686,B0012,1,44000,44000
I001757,O00687,B0171,1,35000,35000
I001758,O00687,B0121,1,15000,15000
I001759,O00687,B0168,1,27000,27000
I001760,O00688,B0051,2,9000,18000
I001761,O00688,B0018,1,25000,25000
I001762,O00689,B0181,2,30000,60000
I001763,O00690,B0155,1,41000,41000
I001764,O00691,B0182,1,17000,17000
I001765,O00691,B0079,1,25000,25000
I001766,O00691,B0172,2,42000,84000
I001767,O00691,B0035,1,31000,31000
I001768,O00692,B0140,1,28000,28000
I001769,O00692,B0100,3,15000,45000
I001770,O00692,B0016,1,19000,19000
I001771,O00693,B0003,1,29000,29000
I001772,O00694,B0160,1,33000,33000
I001773,O00694,B0091,2,35000,70000
I001774,O00695,B0031,1,15000,15000
I001775,O00695,B0090,1,33000,33000
I001776,O00695,B0087,1,22000,22000
I001777,O00696,B0048,2,11000,22000
I001778,O00696,B0200,1,44000,44000
I001779,O00696,B0111,2,19000,38000
I001780,O00696,B0110,1,15000,15000
I001781,O00697,B0034,1,44000,44000
I001782,O00697,B0021,2,18000,36000
I001783,O00697,B0070,1,26000,26000
I001784,O00698,B0152,2,37000,74000
I001785,O00698,B0075,1,18000,18000
I001786,O00698,B0168,1,27000,27000
I001787,O00699,B0089,1,44000,44000
I001788,O00699,B0075,2,18000,36000
I001789,O00699,B0042,1,22000,22000
I001790,O00699,B0023,3,14000,42000
I001791,O00700,B0167,1,24000,24000
I001792,O00700,B0007,2,42000,84000
I001793,O00700,B0106,1,21000,21000
I001794,O00700,B0194,1,21000,21000
I001795,O00701,B0025,1,41000,41000
I001796,O00701,B0083,2,20000,40000
I001797,O00701,B0079,1,25000,25000
I001798,O00702,B0139,2,20000,40000
I001799,O00703,B0016,1,19000,19000
I001800,O00703,B0071,2,42000,84000
I001801,O00703,B0031,1,15000,15000
I001802,O00703,B0178,2,11000,22000
I001803,O00704,B0043,1,44000,44000
I001804,O00705,B0098,1,26000,26000
I001805,O00705,B0097,2,38000,76000
I001806,O00706,B0103,1,13000,13000
I001807,O00707,B0101,1,31000,31000
I001808,O00707,B0123,1,41000,41000
I001809,O00707,B0069,1,25000,25000
I001810,O00707,B0168,1,27000,27000
I001811,O00708,B0089,1,44000,44000
I001812,O00708,B0200,1,44000,44000
I001813,O00708,B0069,1,25000,25000
I001814,O00708,B0151,1,12000,12000
I001815,O00709,B0088,1,43000,43000
I001816,O00709,B0087,3,22000,66000
I001817,O00709,B0109,1,11000,11000
I001818,O00709,B0043,1,44000,44000
I001819,O00710,B0078,1,16000,16000
I001820,O00710,B0148,3,19000,57000
I001821,O00710,B0003,3,29000,87000
I001822,O00711,B0067,1,35000,35000
I001823,O00712,B0134,2,29000,58000
I001824,O00712,B0161,3,30000,90000
I001825,O00713,B0002,2,13000,26000
I001826,O00713,B0153,1,20000,20000
I001827,O00713,B0016,1,19000,19000
I001828,O00714,B0135,3,27000,81000
I001829,O00714,B0193,1,26000,26000
I001830,O00714,B0098,1,26000,26000
I001831,O00714,B0086,3,21000,63000
I001832,O00715,B0065,1,25000,25000
I001833,O00715,B0132,2,34000,68000
I001834,O00716,B0009,1,24000,24000
I001835,O00716,B0132,2,34000,68000
I001836,O00717,B0059,1,20000,20000
I001837,O00718,B0076,1,9000,9000
I001838,O00718,B0061,1,32000,32000
I001839,O00718,B0008,1,36000,36000
I001840,O00718,B0100,1,15000,15000
I001841,O00719,B0047,3,42000,126000
I001842,O00719,B0197,2,28000,56000
I001843,O00720,B0148,1,19000,19000
I001844,O00721,B0119,3,36000,108000
I001845,O00721,B0157,1,37000,37000
I001846,O00721,B0123,2,41000,82000
I001847,O00722,B0096,2,34000,68000
I001848,O00722,B0035,3,31000,93000
I001849,O00722,B0188,1,33000,33000
I001850,O00723,B0121,1,15000,15000
I001851,O00723,B0164,1,31000,31000
I001852,O00723,B0101,1,31000,31000
I001853,O00724,B0057,1,42000,42000
I001854,O00724,B0177,1,24000,24000
I001855,O00724,B0193,1,26000,26000
I001856,O00725,B0090,1,33000,33000
I001857,O00725,B0147,2,43000,86000
I001858,O00725,B0161,3,30000,90000
I001859,O00725,B0148,1,19000,19000
I001860,O00726,B0079,3,25000,75000
I001861,O00726,B0015,3,23000,69000
I001862,O00727,B0052,1,35000,35000
I001863,O00727,B0181,1,30000,30000
I001864,O00728,B0138,2,40000,80000
I001865,O00729,B0061,3,32000,96000
I001866,O00729,B0144,2,19000,38000
I001867,O00729,B0177,2,24000,48000
I001868,O00729,B0095,2,9000,18000
I001869,O00730,B0099,1,18000,18000
I001870,O00730,B0095,1,9000,9000
I001871,O00730,B0169,1,24000,24000
I001872,O00730,B0136,2,41000,82000
I001873,O00731,B0050,1,17000,17000
I001874,O00731,B0168,3,27000,81000
I001875,O00732,B0115,1,9000,9000
I001876,O00732,B0074,2,34000,68000
I001877,O00732,B0188,1,33000,33000
I001878,O00732,B0146,2,24000,48000
I001879,O00733,B0162,1,27000,27000
I001880,O00734,B0149,3,44000,132000
I001881,O00734,B0012,1,44000,44000
I001882,O00735,B0025,3,41000,123000
I001883,O00736,B0058,2,33000,66000
I001884,O00737,B0096,3,34000,102000
I001885,O00737,B0133,1,9000,9000
I001886,O00737,B0036,1,28000,28000
I001887,O00738,B0041,1,27000,27000
I001888,O00738,B0152,1,37000,37000
I001889,O00738,B0001,3,13000,39000
I001890,O00738,B0012,2,44000,88000
I001891,O00739,B0157,1,37000,37000
I001892,O00739,B0192,1,40000,40000
I001893,O00740,B0199,3,33000,99000
I001894,O00740,B0064,1,18000,18000
I001895,O00741,B0049,2,36000,72000
I001896,O00741,B0001,1,13000,13000
I001897,O00741,B0057,2,42000,84000
I001898,O00741,B0089,3,44000,132000
I001899,O00742,B0126,3,28000,84000
I001900,O00742,B0178,1,11000,11000
I001901,O00743,B0072,1,29000,29000
I001902,O00744,B0077,1,14000,14000
I001903,O00744,B0086,3,21000,63000
I001904,O00745,B0102,1,39000,39000
I001905,O00745,B0184,1,41000,41000
I001906,O00746,B0113,3,40000,120000
I001907,O00747,B0007,3,42000,126000
I001908,O00747,B0056,3,15000,45000
I001909,O00747,B0075,1,18000,18000
I001910,O00747,B0156,1,35000,35000
I001911,O00748,B0159,1,17000,17000
I001912,O00748,B0135,2,27000,54000
I001913,O00748,B0010,1,12000,12000
I001914,O00749,B0115,2,9000,18000
I001915,O00749,B0042,1,22000,22000
I001916,O00749,B0142,1,43000,43000
I001917,O00749,B0082,2,23000,46000
I001918,O00750,B0055,1,14000,14000
I001919,O00750,B0053,1,9000,9000
I001920,O00751,B0059,1,20000,20000
I001921,O00751,B0041,3,27000,81000
I001922,O00751,B0054,1,18000,18000
I001923,O00752,B0054,1,18000,18000
I001924,O00752,B0044,2,10000,20000
I001925,O00752,B0179,1,33000,33000
I001926,O00753,B0071,1,42000,42000
I001927,O00753,B0152,2,37000,74000
I001928,O00754,B0125,2,37000,74000
I001929,O00754,B0173,1,31000,31000
I001930,O00754,B0037,2,20000,40000
I001931,O00755,B0187,3,36000,108000
I001932,O00755,B0087,2,22000,44000
I001933,O00755,B0086,2,21000,42000
I001934,O00755,B0034,1,44000,44000
I001935,O00756,B0164,2,31000,62000
I001936,O00756,B0008,3,36000,108000
I001937,O00757,B0160,1,33000,33000
I001938,O00757,B0179,1,33000,33000
I001939,O00757,B0138,1,40000,40000
I001940,O00758,B0044,3,10000,30000
I001941,O00758,B0096,3,34000,102000
I001942,O00758,B0064,1,18000,18000
I001943,O00759,B0170,3,34000,102000
I001944,O00759,B0131,1,16000,16000
I001945,O00760,B0015,1,23000,23000
I001946,O00760,B0106,1,21000,21000
I001947,O00760,B0122,1,12000,12000
I001948,O00761,B0087,3,22000,66000
I001949,O00761,B0177,1,24000,24000
I001950,O00762,B0174,1,31000,31000
I001951,O00763,B0001,2,13000,26000
I001952,O00763,B0069,1,25000,25000
I001953,O00763,B0164,1,31000,31000
I001954,O00764,B0159,3,17000,51000
I001955,O00765,B0189,1,38000,38000
I001956,O00765,B0078,1,16000,16000
I001957,O00765,B0191,2,19000,38000
I001958,O00766,B0089,1,44000,44000
I001959,O00766,B0179,1,33000,33000
I001960,O00767,B0017,1,17000,17000
I001961,O00768,B0083,1,20000,20000
I001962,O00768,B0200,1,44000,44000
I001963,O00768,B0029,2,16000,32000
I001964,O00768,B0106,2,21000,42000
I001965,O00769,B0156,1,35000,35000
I001966,O00769,B0040,1,17000,17000
I001967,O00770,B0183,1,22000,22000
I001968,O00770,B0078,2,16000,32000
I001969,O00770,B0002,2,13000,26000
I001970,O00770,B0098,1,26000,26000
I001971,O00771,B0131,1,16000,16000
I001972,O00771,B0093,2,15000,30000
I001973,O00772,B0011,1,9000,9000
I001974,O00772,B0078,1,16000,16000
I001975,O00772,B0083,1,20000,20000
I001976,O00772,B0096,2,34000,68000
I001977,O00773,B0026,2,18000,36000
I001978,O00773,B0078,1,16000,16000
I001979,O00774,B0145,1,40000,40000
I001980,O00774,B0138,3,40000,120000
I001981,O00774,B0070,1,26000,26000
I001982,O00774,B0197,1,28000,28000
I001983,O00775,B0130,3,37000,111000
I001984,O00776,B0069,1,25000,25000
I001985,O00776,B0048,1,11000,11000
I001986,O00776,B0001,2,13000,26000
I001987,O00777,B0184,2,41000,82000
I001988,O00778,B0183,1,22000,22000
I001989,O00779,B0153,1,20000,20000
I001990,O00779,B0035,2,31000,62000
I001991,O00780,B0109,1,11000,11000
I001992,O00781,B0200,2,44000,88000
I001993,O00781,B0030,1,9000,9000
I001994,O00781,B0110,1,15000,15000
I001995,O00781,B0147,2,43000,86000
I001996,O00782,B0047,2,42000,84000
I001997,O00782,B0052,3,35000,105000
I001998,O00782,B0189,1,38000,38000
I001999,O00783,B0167,1,24000,24000
I002000,O00784,B0190,1,37000,37000
I002001,O00784,B0123,2,41000,82000
I002002,O00785,B0005,1,9000,9000
I002003,O00785,B0104,2,40000,80000
I002004,O00785,B0064,3,18000,54000
I002005,O00785,B0049,3,36000,108000
I002006,O00786,B0064,1,18000,18000
I002007,O00786,B0090,2,33000,66000
I002008,O00786,B0107,1,31000,31000
I002009,O00786,B0024,1,36000,36000
I002010,O00787,B0063,2,28000,56000
I002011,O00787,B0167,2,24000,48000
I002012,O00787,B0193,2,26000,52000
I002013,O00787,B0033,2,40000,80000
I002014,O00788,B0135,2,27000,54000
I002015,O00788,B0094,3,29000,87000
I002016,O00788,B0080,2,16000,32000
I002017,O00789,B0046,3,37000,111000
I002018,O00789,B0121,3,15000,45000
I002019,O00789,B0039,1,30000,30000
I002020,O00790,B0062,2,26000,52000
I002021,O00790,B0137,1,18000,18000
I002022,O00791,B0050,1,17000,17000
I002023,O00791,B0079,1,25000,25000
I002024,O00791,B0024,1,36000,36000
I002025,O00791,B0180,1,29000,29000
I002026,O00792,B0171,1,35000,35000
I002027,O00792,B0138,1,40000,40000
I002028,O00793,B0191,3,19000,57000
I002029,O00794,B0023,3,14000,42000
I002030,O00794,B0014,3,29000,87000
I002031,O00795,B0200,3,44000,132000
I002032,O00795,B0073,1,11000,11000
I002033,O00796,B0177,1,24000,24000
I002034,O00796,B0117,1,25000,25000
I002035,O00797,B0068,1,36000,36000
I002036,O00797,B0026,1,18000,18000
I002037,O00797,B0016,1,19000,19000
I002038,O00797,B0109,1,11000,11000
I002039,O00798,B0151,2,12000,24000
I002040,O00798,B0191,1,19000,19000
I002041,O00799,B0183,2,22000,44000
I002042,O00799,B0083,1,20000,20000
I002043,O00799,B0113,2,40000,80000
I002044,O00799,B0170,1,34000,34000
I002045,O00800,B0171,3,35000,105000
I002046,O00800,B0068,3,36000,108000
I002047,O00800,B0180,1,29000,29000
I002048,O00801,B0109,1,11000,11000
I002049,O00801,B0087,2,22000,44000
I002050,O00801,B0108,1,31000,31000
I002051,O00801,B0173,2,31000,62000
I002052,O00802,B0175,1,12000,12000
I002053,O00802,B0132,1,34000,34000
I002054,O00802,B0102,3,39000,117000
I002055,O00802,B0050,1,17000,17000
I002056,O00803,B0076,1,9000,9000
I002057,O00803,B0160,1,33000,33000
I002058,O00803,B0092,1,18000,18000
I002059,O00803,B0177,1,24000,24000
I002060,O00804,B0193,1,26000,26000
I002061,O00804,B0006,1,16000,16000
I002062,O00805,B0044,1,10000,10000
I002063,O00805,B0087,2,22000,44000
I002064,O00806,B0197,2,28000,56000
I002065,O00806,B0140,1,28000,28000
I002066,O00806,B0026,3,18000,54000
I002067,O00806,B0032,3,33000,99000
I002068,O00807,B0037,1,20000,20000
I002069,O00807,B0158,1,26000,26000
I002070,O00807,B0007,3,42000,126000
I002071,O00808,B0036,1,28000,28000
I002072,O00808,B0195,1,14000,14000
I002073,O00808,B0121,2,15000,30000
I002074,O00808,B0078,1,16000,16000
I002075,O00809,B0173,1,31000,31000
I002076,O00810,B0031,2,15000,30000
I002077,O00810,B0191,3,19000,57000
I002078,O00811,B0190,1,37000,37000
I002079,O00811,B0008,1,36000,36000
I002080,O00812,B0189,3,38000,114000
I002081,O00812,B0075,1,18000,18000
I002082,O00813,B0008,3,36000,108000
I002083,O00813,B0027,1,39000,39000
I002084,O00813,B0102,1,39000,39000
I002085,O00814,B0177,2,24000,48000
I002086,O00814,B0091,1,35000,35000
I002087,O00815,B0089,1,44000,44000
I002088,O00815,B0181,1,30000,30000
I002089,O00816,B0071,1,42000,42000
I002090,O00817,B0013,1,19000,19000
I002091,O00817,B0117,1,25000,25000
I002092,O00817,B0146,1,24000,24000
I002093,O00817,B0197,2,28000,56000
