order_id,customer_id,order_date,channel,payment_method,coupon_code
O01113,C0224,2023-01-15,제휴몰,카드,
O01114,C0018,2023-09-02,제휴몰,계좌이체,VIP
O01115,C0156,2023-11-26,웹,계좌이체,WELCOME
O01116,C0021,2023-05-05,제휴몰,간편결제,
O01117,C0320,2023-05-16,제휴몰,계좌이체,SPRING
O01118,C0062,2023-06-21,웹,계좌이체,
O01119,C0202,2023-12-21,웹,계좌이체,
O01120,C0001,2023-11-03,웹,간편결제,
O01121,C0138,2023-08-24,웹,계좌이체,
O01122,C0371,2023-05-06,앱,간편결제,
O01123,C0232,2023-02-24,앱,간편결제,
O01124,C0100,2023-10-26,앱,카드,WELCOME
O01125,C0043,2023-12-26,제휴몰,간편결제,SPRING
O01126,C0016,2023-08-08,앱,간편결제,
O01127,C0130,2023-02-09,제휴몰,카드,
O01128,C0355,2023-05-12,앱,카드,
O01129,C0189,2023-09-19,웹,카드,
O01130,C0011,2023-09-10,앱,계좌이체,
O01131,C0282,2023-01-05,웹,간편결제,
O01132,C0380,2023-11-05,웹,간편결제,
O01133,C0233,2023-06-18,앱,계좌이체,
O01134,C0140,2023-08-17,앱,간편결제,
O01135,C0290,2023-01-21,웹,카드,WELCOME
O01136,C0167,2023-04-06,제휴몰,간편결제,
O01137,C0241,2023-06-01,웹,카드,
O01138,C0173,2023-11-18,웹,계좌이체,
O01139,C0146,2023-03-20,앱,간편결제,
O01140,C0028,2023-09-19,웹,간편결제,
O01141,C0294,2023-05-25,웹,계좌이체,
O01142,C0187,2023-01-19,웹,간편결제,
O01143,C0340,2023-12-05,웹,간편결제,
O01144,C0115,2023-06-05,앱,카드,
O01145,C0215,2023-10-21,앱,간편결제,
O01146,C0259,2023-08-25,웹,카드,
O01147,C0144,2023-11-04,웹,계좌이체,
O01148,C0203,2023-02-20,앱,카드,
O01149,C0285,2023-02-12,웹,계좌이체,
O01150,C0220,2023-09-27,앱,계좌이체,
O01151,C0385,2023-11-25,웹,간편결제,
O01152,C0253,2023-09-08,앱,계좌이체,
O01153,C0076,2023-09-06,웹,카드,
O01154,C0199,2023-03-06,앱,간편결제,VIP
O01155,C0225,2023-12-07,제휴몰,간편결제,SPRING
O01156,C0317,2023-04-21,앱,계좌이체,
O01157,C0156,2023-09-03,앱,간편결제,
O01158,C0203,2023-01-09,웹,계좌이체,SPRING
O01159,C0181,2023-02-25,웹,계좌이체,
O01160,C0222,2023-01-04,웹,간편결제,
O01161,C0237,2023-01-15,웹,간편결제,
O01162,C0273,2023-12-08,웹,카드,
O01163,C0340,2023-06-16,앱,간편결제,SPRING
O01164,C0364,2023-09-26,앱,카드,
O01165,C0321,2023-01-10,제휴몰,계좌이체,
O01166,C0379,2023-04-06,웹,계좌이체,
O01167,C0237,2023-11-08,앱,간편결제,
O01168,C0169,2023-12-23,앱,계좌이체,
O01169,C0266,2023-12-23,앱,계좌이체,
O01170,C0349,2023-12-08,앱,카드,VIP
O01171,C0383,2023-10-18,웹,간편결제,
O01172,C0391,2023-09-27,웹,간편결제,
O01173,C0212,2023-04-26,웹,간편결제,
O01174,C0317,2023-08-20,앱,카드,
O01175,C0190,2023-06-01,앱,간편결제,
O01176,C0151,2023-01-05,앱,카드,
O01177,C0089,2023-05-17,웹,카드,WELCOME
O01178,C0003,2023-09-02,앱,간편결제,
O01179,C0136,2023-06-06,제휴몰,계좌이체,SPRING
O01180,C0347,2023-02-11,앱,카드,SPRING
O01181,C0086,2023-01-07,웹,카드,
O01182,C0361,2023-10-23,웹,계좌이체,WELCOME
O01183,C0333,2023-09-12,제휴몰,카드,
O01184,C0187,2023-04-27,웹,계좌이체,
O01185,C0025,2023-05-08,웹,간편결제,
O01186,C0389,2023-05-19,앱,간편결제,
O01187,C0296,2023-11-09,앱,간편결제,SPRING
O01188,C0264,2023-02-13,제휴몰,계좌이체,SPRING
O01189,C0322,2023-04-20,앱,계좌이체,
O01190,C0126,2023-04-17,웹,계좌이체,
O01191,C0379,2023-10-26,앱,계좌이체,
O01192,C0021,2023-08-20,앱,카드,
O01193,C0209,2023-08-15,앱,계좌이체,
O01194,C0388,2023-05-22,앱,계좌이체,
O01195,C0393,2023-05-03,앱,계좌이체,
O01196,C0277,2023-08-11,앱,계좌이체,WELCOME
O01197,C0210,2023-06-23,앱,카드,
O01198,C0197,2023-06-12,웹,계좌이체,
O01199,C0241,2023-04-24,앱,카드,WELCOME
O01200,C0338,2023-11-28,앱,계좌이체,
O01201,C0014,2023-06-24,웹,계좌이체,
O01202,C0293,2023-05-12,앱,계좌이체,
O01203,C0266,2023-09-19,웹,간편결제,
O01204,C0243,2023-11-18,웹,계좌이체,
O01205,C0187,2023-05-07,앱,계좌이체,
O01206,C0179,2023-10-22,앱,간편결제,
O01207,C0028,2023-06-06,앱,카드,WELCOME
O01208,C0235,2023-12-24,앱,카드,
O01209,C0284,2023-09-15,앱,카드,
O01210,C0297,2023-11-25,웹,카드,
O01211,C0130,2023-04-19,웹,계좌이체,
O01212,C0133,2023-04-13,앱,계좌이체,
O01213,C0164,2023-04-08,앱,카드,
O01214,C0024,2023-05-26,앱,카드,
O01215,C0183,2023-09-01,앱,계좌이체,
O01216,C0129,2023-02-01,웹,간편결제,VIP
O01217,C0009,2023-03-01,웹,간편결제,
O01218,C0190,2023-11-27,웹,카드,SPRING
O01219,C0113,2023-12-13,앱,카드,
O01220,C0375,2023-08-24,앱,간편결제,
O01221,C0156,2023-12-16,앱,간편결제,WELCOME
O01222,C0303,2023-05-08,웹,간편결제,
O01223,C0003,2023-08-12,웹,카드,
O01224,C0097,2023-10-18,웹,간편결제,
O01225,C0043,2023-08-07,웹,계좌이체,WELCOME
O01226,C0218,2023-04-23,앱,간편결제,
O01227,C0142,2023-03-07,앱,간편결제,
O01228,C0329,2023-08-21,웹,계좌이체,
O01229,C0268,2023-02-18,웹,간편결제,
O01230,C0101,2023-02-23,웹,간편결제,VIP
O01231,C0361,2023-09-13,앱,간편결제,
O01232,C0258,2023-05-12,웹,계좌이체,
O01233,C0183,2023-01-17,웹,간편결제,
O01234,C0285,2023-02-21,앱,계좌이체,
O01235,C0316,2023-04-20,앱,카드,SPRING
O01236,C0193,2023-06-15,웹,간편결제,WELCOME
O01237,C0213,2023-06-01,웹,계좌이체,
O01238,C0226,2023-10-15,웹,간편결제,SPRING
O01239,C0239,2023-02-08,웹,카드,VIP
O01240,C0349,2023-05-21,웹,카드,WELCOME
O01241,C0157,2023-05-01,앱,계좌이체,
O01242,C0174,2023-01-20,앱,계좌이체,
O01243,C0275,2023-05-28,앱,계좌이체,VIP
O01244,C0152,2023-01-25,웹,계좌이체,
O01245,C0121,2023-11-18,앱,계좌이체,SPRING
O01246,C0225,2023-09-13,앱,간편결제,
O01247,C0213,2023-05-01,웹,계좌이체,
O01248,C0351,2023-12-10,웹,카드,
O01249,C0208,2023-02-02,웹,계좌이체,
O01250,C0312,2023-02-19,앱,계좌이체,
O01251,C0178,2023-06-15,제휴몰,간편결제,
O01252,C0145,2023-04-20,앱,간편결제,
O01253,C0329,2023-04-28,웹,간편결제,
O01254,C0255,2023-09-16,웹,간편결제,WELCOME
O01255,C0018,2023-08-05,웹,카드,
O01256,C0048,2023-10-15,웹,계좌이체,SPRING
O01257,C0065,2023-09-05,앱,계좌이체,
O01258,C0169,2023-08-27,앱,간편결제,
O01259,C0019,2023-04-17,웹,간편결제,WELCOME
O01260,C0199,2023-05-12,앱,카드,WELCOME
O01261,C0117,2023-06-19,웹,카드,
O01262,C0154,2023-03-05,제휴몰,카드,WELCOME
O01263,C0175,2023-01-21,웹,간편결제,
O01264,C0003,2023-09-21,앱,계좌이체,
O01265,C0241,2023-01-06,앱,간편결제,
O01266,C0241,2023-03-16,앱,간편결제,
O01267,C0369,2023-10-11,웹,계좌이체,
O01268,C0313,2023-04-12,제휴몰,계좌이체,
O01269,C0247,2023-03-28,웹,카드,
O01270,C0205,2023-06-18,웹,계좌이체,
O01271,C0255,2023-05-08,제휴몰,간편결제,WELCOME
O01272,C0008,2023-01-28,앱,간편결제,
O01273,C0227,2023-11-05,웹,계좌이체,
O01274,C0371,2023-04-28,앱,계좌이체,
O01275,C0217,2023-02-26,제휴몰,카드,
O01276,C0233,2023-02-25,앱,간편결제,
O01277,C0267,2023-12-13,앱,계좌이체,WELCOME
O01278,C0157,2023-02-08,웹,간편결제,
O01279,C0173,2023-08-21,웹,카드,
O01280,C0013,2023-12-23,웹,카드,
O01281,C0289,2023-09-09,웹,계좌이체,
O01282,C0198,2023-10-24,앱,간편결제,
O01283,C0038,2023-10-22,웹,카드,
O01284,C0302,2023-03-28,앱,카드,
O01285,C0014,2023-06-04,앱,카드,WELCOME
O01286,C0001,2023-02-23,앱,카드,
O01287,C0217,2023-02-10,앱,카드,
O01288,C0347,2023-04-22,웹,카드,
O01289,C0381,2023-11-20,웹,카드,
O01290,C0332,2023-05-07,앱,카드,
O01291,C0083,2023-05-28,제휴몰,계좌이체,
O01292,C0244,2023-01-09,앱,계좌이체,
O01293,C0387,2023-08-23,앱,카드,
O01294,C0085,2023-08-04,앱,간편결제,
O01295,C0097,2023-11-28,웹,간편결제,WELCOME
O01296,C0149,2023-06-04,앱,계좌이체,
O01297,C0199,2023-03-15,웹,계좌이체,
O01298,C0128,2023-08-10,앱,간편결제,VIP
O01299,C0098,2023-12-21,제휴몰,카드,
O01300,C0046,2023-05-09,앱,카드,SPRING
O01301,C0198,2023-12-24,앱,계좌이체,WELCOME
O01302,C0272,2023-11-22,앱,계좌이체,
O01303,C0090,2023-09-23,웹,계좌이체,
O01304,C0372,2023-05-04,웹,계좌이체,
O01305,C0211,2023-09-15,앱,계좌이체,
O01306,C0075,2023-08-09,앱,카드,
O01307,C0081,2023-09-06,제휴몰,계좌이체,VIP
O01308,C0255,2023-10-06,앱,계좌이체,WELCOME
O01309,C0291,2023-12-14,앱,카드,
O01310,C0017,2023-03-06,웹,카드,
O01311,C0125,2023-12-13,앱,카드,
O01312,C0291,2023-01-16,제휴몰,간편결제,
O01313,C0352,2023-12-27,앱,간편결제,VIP
O01314,C0236,2023-12-24,웹,카드,WELCOME
O01315,C0332,2023-04-16,웹,카드,
O01316,C0168,2023-04-08,앱,카드,
O01317,C0190,2023-05-03,제휴몰,카드,
O01318,C0092,2023-02-01,앱,간편결제,
O01319,C0067,2023-01-03,웹,계좌이체,WELCOME
O01320,C0240,2023-04-26,웹,계좌이체,
O01321,C0281,2023-09-01,웹,계좌이체,
O01322,C0085,2023-09-19,웹,간편결제,
O01323,C0290,2023-06-06,앱,간편결제,VIP
O01324,C0276,2023-11-07,웹,카드,
O01325,C0113,2023-10-25,앱,계좌이체,WELCOME
O01326,C0380,2023-04-01,웹,카드,
O01327,C0151,2023-12-13,웹,카드,
O01328,C0112,2023-04-04,앱,간편결제,WELCOME
O01329,C0251,2023-06-18,웹,계좌이체,
O01330,C0137,2023-03-01,웹,계좌이체,
O01331,C0336,2023-06-28,앱,간편결제,
O01332,C0224,2023-01-27,웹,카드,
O01333,C0239,2023-05-21,앱,계좌이체,SPRING
O01334,C0252,2023-10-03,웹,계좌이체,
O01335,C0072,2023-10-22,웹,카드,
O01336,C0027,2023-11-03,앱,계좌이체,
O01337,C0348,2023-12-10,웹,간편결제,
O01338,C0253,2023-06-04,웹,계좌이체,SPRING
O01339,C0161,2023-10-24,웹,계좌이체,
O01340,C0054,2023-12-28,앱,계좌이체,
O01341,C0108,2023-04-28,앱,카드,VIP
O01342,C0329,2023-10-23,앱,계좌이체,
O01343,C0167,2023-09-12,웹,계좌이체,
O01344,C0300,2023-05-25,웹,카드,WELCOME
O01345,C0137,2023-06-27,앱,카드,
O01346,C0358,2023-02-13,웹,카드,SPRING
O01347,C0036,2023-12-23,제휴몰,간편결제,
O01348,C0249,2023-09-05,앱,간편결제,
O01349,C0193,2023-12-20,앱,간편결제,
O01350,C0093,2023-08-14,웹,카드,
O01351,C0009,2023-06-02,웹,간편결제,
O01352,C0321,2023-12-19,웹,계좌이체,
O01353,C0035,2023-03-03,웹,카드,
O01354,C0321,2023-08-07,웹,간편결제,
O01355,C0071,2023-03-12,웹,간편결제,WELCOME
O01356,C0251,2023-05-10,웹,계좌이체,WELCOME
O01357,C0213,2023-02-15,웹,간편결제,
O01358,C0200,2023-05-23,제휴몰,카드,
O01359,C0306,2023-02-18,웹,카드,WELCOME
O01360,C0209,2023-12-17,제휴몰,계좌이체,
O01361,C0080,2023-11-21,제휴몰,간편결제,WELCOME
O01362,C0388,2023-06-07,웹,간편결제,
O01363,C0343,2023-03-20,앱,계좌이체,WELCOME
O01364,C0018,2023-11-02,웹,계좌이체,WELCOME
O01365,C0391,2023-08-28,앱,계좌이체,
O01366,C0059,2023-10-24,앱,간편결제,
O01367,C0169,2023-10-21,제휴몰,계좌이체,
O01368,C0085,2023-08-23,앱,간편결제,
O01369,C0360,2023-11-10,웹,카드,WELCOME
O01370,C0185,2023-01-03,앱,간편결제,
O01371,C0296,2023-05-01,웹,계좌이체,VIP
O01372,C0195,2023-04-15,웹,간편결제,WELCOME
O01373,C0273,2023-05-19,웹,간편결제,
O01374,C0349,2023-08-14,앱,계좌이체,
O01375,C0059,2023-08-09,제휴몰,계좌이체,
O01376,C0196,2023-04-12,앱,간편결제,
O01377,C0104,2023-01-06,웹,카드,
O01378,C0115,2023-05-07,웹,계좌이체,
O01379,C0386,2023-08-23,웹,계좌이체,
O01380,C0164,2023-11-27,웹,카드,VIP
O01381,C0108,2023-10-06,웹,카드,
O01382,C0125,2023-08-02,웹,간편결제,
O01383,C0057,2023-04-12,웹,카드,VIP
O01384,C0143,2023-08-27,웹,카드,
O01385,C0075,2023-06-25,앱,카드,WELCOME
O01386,C0047,2023-09-01,앱,카드,
O01387,C0059,2023-09-18,제휴몰,간편결제,
O01388,C0270,2023-09-05,앱,카드,
O01389,C0225,2023-11-02,앱,간편결제,
O01390,C0012,2023-11-01,앱,간편결제,VIP
O01391,C0378,2023-09-18,앱,계좌이체,
O01392,C0163,2023-09-11,웹,계좌이체,WELCOME
O01393,C0347,2023-03-15,웹,카드,VIP
O01394,C0161,2023-06-12,앱,카드,
O01395,C0075,2023-12-20,웹,간편결제,VIP
O01396,C0264,2023-03-23,웹,카드,WELCOME
O01397,C0132,2023-11-17,앱,카드,WELCOME
O01398,C0121,2023-01-22,웹,간편결제,
O01399,C0156,2023-03-09,앱,카드,
O01400,C0399,2023-12-18,앱,카드,SPRING
O01401,C0385,2023-09-11,웹,카드,
O01402,C0287,2023-11-18,웹,계좌이체,VIP
O01403,C0075,2023-11-04,앱,계좌이체,
O01404,C0361,2023-03-20,웹,카드,
O01405,C0327,2023-10-27,웹,카드,
O01406,C0284,2023-09-28,앱,카드,
O01407,C0345,2023-05-27,웹,카드,SPRING
O01408,C0112,2023-03-26,웹,카드,
O01409,C0197,2023-12-01,제휴몰,계좌이체,WELCOME
O01410,C0205,2023-02-02,앱,계좌이체,
O01411,C0278,2023-05-03,앱,카드,WELCOME
O01412,C0271,2023-09-02,웹,카드,
O01413,C0309,2023-05-23,웹,카드,
O01414,C0124,2023-08-16,웹,간편결제,
O01415,C0298,2023-11-16,앱,간편결제,WELCOME
O01416,C0274,2023-12-10,웹,카드,
O01417,C0008,2023-03-01,웹,계좌이체,
O01418,C0131,2023-12-10,제휴몰,계좌이체,SPRING
O01419,C0370,2023-06-28,제휴몰,계좌이체,
O01420,C0211,2023-10-08,웹,카드,WELCOME
O01421,C0277,2023-02-03,웹,계좌이체,
O01422,C0246,2023-08-08,웹,카드,SPRING
O01423,C0367,2023-08-14,제휴몰,카드,
O01424,C0002,2023-02-27,앱,간편결제,
O01425,C0106,2023-10-09,앱,계좌이체,
O01426,C0320,2023-09-28,웹,카드,
O01427,C0148,2023-01-20,앱,간편결제,SPRING
O01428,C0393,2023-02-25,웹,간편결제,SPRING
O01429,C0078,2023-10-06,웹,계좌이체,
O01430,C0007,2023-03-08,웹,카드,
O01431,C0244,2023-03-19,앱,간편결제,
O01432,C0020,2023-08-06,웹,계좌이체,
O01433,C0129,2023-02-01,제휴몰,간편결제,SPRING
O01434,C0392,2023-06-05,앱,계좌이체,WELCOME
O01435,C0314,2023-06-08,앱,간편결제,
O01436,C0079,2023-05-07,웹,카드,
O01437,C0227,2023-05-15,앱,계좌이체,
O01438,C0391,2023-01-10,앱,카드,
O01439,C0327,2023-10-22,앱,간편결제,
O01440,C0260,2023-08-11,웹,간편결제,
O01441,C0039,2023-11-17,웹,계좌이체,
O01442,C0270,2023-01-04,웹,카드,
O01443,C0257,2023-02-08,제휴몰,카드,
O01444,C0295,2023-06-12,웹,간편결제,VIP
O01445,C0279,2023-09-27,웹,계좌이체,
O01446,C0303,2023-02-13,앱,계좌이체,
O01447,C0059,2023-11-04,앱,카드,
O01448,C0378,2023-06-21,웹,카드,
O01449,C0379,2023-08-23,제휴몰,카드,WELCOME
O01450,C0365,2023-02-06,웹,계좌이체,
O01451,C0303,2023-06-06,앱,간편결제,WELCOME
O01452,C0284,2023-03-23,웹,계좌이체,
O01453,C0112,2023-05-12,웹,간편결제,
O01454,C0182,2023-09-19,앱,간편결제,
O01455,C0113,2023-08-10,앱,계좌이체,
O01456,C0108,2023-04-24,앱,간편결제,
O01457,C0105,2023-04-05,앱,계좌이체,
O01458,C0381,2023-06-18,웹,간편결제,SPRING
O01459,C0366,2023-03-12,웹,카드,VIP
O01460,C0205,2023-03-14,웹,카드,WELCOME
O01461,C0175,2023-04-12,제휴몰,계좌이체,SPRING
O01462,C0010,2023-06-10,앱,간편결제,
O01463,C0022,2023-01-05,앱,간편결제,
O01464,C0043,2023-12-17,앱,카드,
O01465,C0114,2023-03-27,앱,간편결제,
O01466,C0014,2023-01-09,앱,계좌이체,
O01467,C0071,2023-09-04,앱,계좌이체,
O01468,C0065,2023-08-14,제휴몰,간편결제,
O01469,C0083,2023-11-12,웹,간편결제,
O01470,C0286,2023-01-22,제휴몰,계좌이체,
O01471,C0156,2023-12-13,앱,카드,
O01472,C0088,2023-10-09,웹,카드,
O01473,C0089,2023-06-17,제휴몰,간편결제,
O01474,C0039,2023-05-25,웹,계좌이체,
O01475,C0015,2023-12-21,앱,카드,
O01476,C0292,2023-06-22,제휴몰,계좌이체,
O01477,C0040,2023-09-27,앱,계좌이체,
O01478,C0133,2023-08-03,웹,카드,
O01479,C0108,2023-04-08,제휴몰,간편결제,
O01480,C0294,2023-08-22,웹,간편결제,
O01481,C0329,2023-02-11,웹,계좌이체,
O01482,C0022,2023-09-17,웹,간편결제,
O01483,C0019,2023-09-19,앱,계좌이체,VIP
O01484,C0140,2023-11-12,앱,계좌이체,
O01485,C0094,2023-09-14,제휴몰,간편결제,WELCOME
O01486,C0340,2023-09-20,웹,간편결제,
O01487,C0138,2023-03-06,앱,계좌이체,
O01488,C0120,2023-12-04,앱,간편결제,WELCOME
O01489,C0361,2023-10-07,웹,간편결제,
O01490,C0045,2023-09-20,앱,카드,VIP
O01491,C0140,2023-05-09,제휴몰,계좌이체,
O01492,C0166,2023-04-04,앱,카드,
O01493,C0052,2023-09-07,웹,간편결제,
O01494,C0141,2023-03-07,웹,카드,
O01495,C0169,2023-02-25,앱,계좌이체,
O01496,C0298,2023-10-12,웹,카드,SPRING
O01497,C0255,2023-05-13,앱,카드,
O01498,C0325,2023-12-11,앱,카드,
O01499,C0129,2023-02-06,앱,간편결제,
O01500,C0265,2023-03-25,제휴몰,간편결제,
