member_id,year_month,visit_count,pt_session_count,avg_stay_min
M0215,2024-09,13,0,68.8
M0215,2024-10,11,0,63.9
M0215,2024-11,3,0,79.2
M0215,2024-12,3,1,50.1
M0216,2024-01,9,0,59.9
M0216,2024-02,8,0,62.3
M0216,2024-03,10,0,65.1
M0216,2024-04,7,0,59.5
M0216,2024-05,11,0,45.7
M0216,2024-06,13,0,67.9
M0216,2024-07,7,2,65.5
M0216,2024-08,4,0,47.7
M0216,2024-09,11,0,70.4
M0216,2024-10,7,0,68.4
M0216,2024-11,8,2,74.5
M0216,2024-12,9,0,70.3
M0217,2024-01,5,0,67.3
M0217,2024-02,8,1,45.8
M0217,2024-03,7,0,53.1
M0217,2024-04,10,0,48.5
M0217,2024-05,12,0,29.2
M0217,2024-06,9,0,70.2
M0217,2024-07,4,0,43.0
M0217,2024-08,8,0,64.3
M0217,2024-09,9,0,59.9
M0217,2024-10,8,1,54.3
M0217,2024-11,7,0,79.4
M0217,2024-12,12,0,44.2
M0218,2024-02,5,0,83.5
M0218,2024-03,3,1,72.0
M0218,2024-04,3,0,58.9
M0219,2024-10,10,0,61.6
M0219,2024-11,1,1,70.7
M0219,2024-12,3,0,70.5
M0220,2024-04,7,2,54.7
M0220,2024-05,10,0,80.6
M0220,2024-06,9,0,64.0
M0220,2024-07,16,1,75.3
M0220,2024-08,7,0,56.3
M0220,2024-09,16,0,47.3
M0220,2024-10,12,1,52.6
M0220,2024-11,4,0,62.3
M0220,2024-12,8,0,56.7
M0221,2024-03,1,1,66.1
M0221,2024-04,10,0,68.6
M0221,2024-05,15,0,62.5
M0221,2024-06,16,0,54.8
M0221,2024-07,10,0,59.2
M0221,2024-08,6,0,66.9
M0221,2024-09,8,0,55.3
M0221,2024-10,12,0,69.3
M0221,2024-11,2,0,54.0
M0221,2024-12,3,1,47.3
M0222,2024-03,4,0,56.4
M0222,2024-04,2,0,70.8
M0222,2024-05,3,4,94.4
M0223,2024-09,7,0,77.8
M0223,2024-10,7,0,79.0
M0223,2024-11,9,0,59.7
M0223,2024-12,7,0,38.9
M0224,2024-01,7,0,60.2
M0224,2024-02,3,0,60.6
M0224,2024-03,2,0,63.7
M0225,2024-09,12,0,54.3
M0225,2024-10,17,0,55.8
M0225,2024-11,6,0,57.3
M0225,2024-12,8,0,36.7
M0226,2024-02,13,0,67.5
M0226,2024-03,8,0,64.2
M0226,2024-04,7,1,30.8
M0226,2024-05,8,0,78.9
M0226,2024-06,10,2,63.2
M0226,2024-07,16,1,49.7
M0226,2024-08,7,2,76.7
M0226,2024-09,5,0,53.8
M0226,2024-10,4,1,72.1
M0226,2024-11,9,0,67.0
M0226,2024-12,12,0,65.3
M0227,2024-02,13,0,78.9
M0227,2024-03,7,0,55.5
M0227,2024-04,12,1,59.6
M0227,2024-05,11,0,72.9
M0227,2024-06,1,1,66.9
M0227,2024-07,3,2,59.5
M0228,2024-01,7,0,51.4
M0228,2024-02,12,0,64.8
M0228,2024-03,13,0,50.0
M0228,2024-04,5,2,62.4
M0228,2024-05,6,0,52.7
M0228,2024-06,3,3,66.9
M0228,2024-07,7,0,89.0
M0228,2024-08,8,0,68.7
M0228,2024-09,8,0,52.9
M0228,2024-10,4,0,57.2
M0228,2024-11,6,2,66.3
M0228,2024-12,8,0,49.3
M0229,2024-06,10,1,55.9
M0229,2024-07,3,0,61.4
M0229,2024-08,12,0,73.2
M0229,2024-09,9,3,57.6
M0229,2024-10,6,2,58.3
M0229,2024-11,7,0,49.4
M0229,2024-12,7,0,87.0
M0230,2024-01,15,0,46.1
M0230,2024-02,15,0,48.7
M0230,2024-03,8,1,39.1
M0230,2024-04,15,0,86.2
M0230,2024-05,7,0,62.7
M0230,2024-06,7,0,61.1
M0230,2024-07,7,0,73.8
M0230,2024-08,10,1,70.8
M0230,2024-09,9,0,48.4
M0230,2024-10,6,0,54.7
M0230,2024-11,10,0,54.6
M0230,2024-12,13,0,64.3
M0231,2024-07,9,1,41.2
M0231,2024-08,12,0,34.2
M0231,2024-09,13,0,73.5
M0231,2024-10,6,1,60.4
M0231,2024-11,2,1,64.6
M0231,2024-12,2,0,41.7
M0232,2024-02,11,4,70.1
M0232,2024-03,7,0,51.9
M0232,2024-04,10,0,49.9
M0232,2024-05,6,0,71.3
M0232,2024-06,6,0,62.7
M0232,2024-07,11,0,84.1
M0232,2024-08,8,0,65.1
M0232,2024-09,12,2,80.0
M0232,2024-10,6,0,49.8
M0232,2024-11,7,0,77.2
M0232,2024-12,6,0,49.7
M0233,2024-02,6,0,46.7
M0233,2024-03,9,0,57.0
M0233,2024-04,19,0,79.6
M0233,2024-05,5,1,42.3
M0233,2024-06,10,0,68.8
M0233,2024-07,7,0,43.5
M0233,2024-08,10,0,49.1
M0233,2024-09,5,0,50.0
M0233,2024-10,11,0,55.4
M0233,2024-11,6,0,60.5
M0233,2024-12,8,0,60.1
M0234,2024-01,6,0,47.6
M0234,2024-02,5,0,64.4
M0234,2024-03,16,0,68.5
M0234,2024-04,6,2,44.7
M0234,2024-05,10,3,62.6
M0234,2024-06,6,0,61.2
M0234,2024-07,8,0,91.6
M0234,2024-08,3,0,74.7
M0234,2024-09,13,0,68.8
M0234,2024-10,12,0,60.7
M0234,2024-11,11,1,61.7
M0234,2024-12,7,0,79.6
M0235,2024-08,11,1,50.2
M0235,2024-09,9,0,65.7
M0235,2024-10,6,0,70.1
M0235,2024-11,1,2,71.0
M0235,2024-12,3,0,62.8
M0236,2024-10,12,0,91.1
M0236,2024-11,14,0,64.9
M0236,2024-12,4,0,47.6
M0237,2024-02,10,0,33.6
M0237,2024-03,13,0,60.8
M0237,2024-04,10,0,72.7
M0237,2024-05,9,1,71.6
M0237,2024-06,3,0,83.2
M0237,2024-07,10,0,50.6
M0237,2024-08,8,0,63.3
M0237,2024-09,10,2,78.8
M0237,2024-10,9,0,42.3
M0237,2024-11,10,2,69.9
M0237,2024-12,8,0,54.5
M0238,2024-01,5,0,65.4
M0238,2024-02,9,0,49.0
M0238,2024-03,10,0,47.0
M0238,2024-04,8,0,87.0
M0238,2024-05,13,0,70.6
M0238,2024-06,19,2,60.7
M0238,2024-07,11,0,56.9
M0238,2024-08,13,3,70.0
M0238,2024-09,9,5,53.0
M0238,2024-10,11,1,51.0
M0238,2024-11,15,0,48.8
M0238,2024-12,12,0,79.9
M0239,2024-03,7,1,69.9
M0239,2024-04,15,0,43.9
M0239,2024-05,11,1,55.0
M0239,2024-06,12,0,73.7
M0239,2024-07,6,0,53.0
M0239,2024-08,8,0,68.2
M0239,2024-09,5,1,53.2
M0239,2024-10,7,0,82.6
M0239,2024-11,5,0,77.9
M0239,2024-12,12,0,61.1
M0240,2024-02,16,1,55.3
M0240,2024-03,11,1,90.1
M0240,2024-04,9,1,51.9
M0240,2024-05,8,0,70.7
M0240,2024-06,6,0,53.5
M0240,2024-07,11,0,48.7
M0240,2024-08,10,0,82.7
M0240,2024-09,5,0,68.2
M0240,2024-10,5,0,46.9
M0240,2024-11,15,0,45.6
M0240,2024-12,9,0,32.5
M0241,2024-07,10,0,84.2
M0241,2024-08,12,0,72.0
M0241,2024-09,6,0,59.7
M0241,2024-10,1,0,72.6
M0241,2024-11,3,0,66.4
M0242,2024-02,4,0,87.5
M0242,2024-03,10,0,74.0
M0242,2024-04,11,1,81.2
M0242,2024-05,11,0,76.3
M0242,2024-06,7,2,67.0
M0242,2024-07,16,0,65.6
M0242,2024-08,5,2,73.2
M0242,2024-09,9,2,60.7
M0242,2024-10,7,0,50.6
M0242,2024-11,8,0,70.7
M0242,2024-12,11,0,41.5
M0243,2024-10,20,0,79.2
M0243,2024-11,3,1,68.4
M0243,2024-12,2,0,66.5
M0244,2024-10,8,2,63.5
M0244,2024-11,16,0,43.9
M0244,2024-12,8,2,63.3
M0245,2024-03,9,0,66.4
M0245,2024-04,13,0,64.8
M0245,2024-05,9,0,56.8
M0245,2024-06,9,0,59.6
M0245,2024-07,14,2,86.1
M0245,2024-08,8,0,61.1
M0245,2024-09,11,0,58.0
M0245,2024-10,7,2,44.8
M0245,2024-11,4,0,46.8
M0245,2024-12,2,0,37.7
M0246,2024-08,9,0,50.8
M0246,2024-09,3,1,79.3
M0246,2024-10,8,0,77.1
M0246,2024-11,6,0,59.9
M0246,2024-12,12,1,31.4
M0247,2024-02,14,0,52.4
M0247,2024-03,6,0,60.9
M0247,2024-04,10,0,67.7
M0247,2024-05,9,0,48.6
M0247,2024-06,11,0,77.6
M0247,2024-07,7,1,56.0
M0247,2024-08,6,0,40.7
M0247,2024-09,8,0,64.0
M0247,2024-10,9,0,41.6
M0247,2024-11,16,0,88.9
M0247,2024-12,12,3,49.7
M0248,2024-06,7,0,26.7
M0248,2024-07,3,4,60.4
M0248,2024-08,12,1,58.6
M0248,2024-09,5,1,62.0
M0248,2024-10,7,0,41.0
M0248,2024-11,7,0,56.7
M0248,2024-12,12,0,47.7
M0249,2024-03,4,1,64.6
M0249,2024-04,12,0,60.7
M0249,2024-05,12,0,83.4
M0249,2024-06,10,0,55.0
M0249,2024-07,10,0,49.8
M0249,2024-08,5,0,71.4
M0249,2024-09,5,0,62.0
M0249,2024-10,12,0,63.4
M0249,2024-11,11,0,57.9
M0249,2024-12,11,0,86.0
M0250,2024-01,9,0,48.0
M0250,2024-02,8,0,75.7
M0250,2024-03,6,0,84.2
M0250,2024-04,16,0,72.4
M0250,2024-05,5,0,78.7
M0250,2024-06,3,0,60.6
M0250,2024-07,11,0,71.0
M0250,2024-08,7,0,54.5
M0250,2024-09,3,1,75.3
M0250,2024-10,7,0,45.8
M0250,2024-11,10,0,74.6
M0250,2024-12,9,0,34.6
M0251,2024-05,5,0,51.3
M0251,2024-06,9,0,50.0
M0251,2024-07,6,0,90.4
M0251,2024-08,8,0,69.0
M0251,2024-09,7,1,77.2
M0251,2024-10,8,2,38.2
M0251,2024-11,4,0,74.2
M0251,2024-12,11,0,45.4
M0252,2024-03,8,0,59.8
M0252,2024-04,9,0,58.0
M0252,2024-05,15,0,38.3
M0252,2024-06,8,0,63.5
M0252,2024-07,4,2,62.2
M0252,2024-08,7,0,58.7
M0252,2024-09,9,0,62.5
M0252,2024-10,3,0,77.4
M0252,2024-11,9,0,64.1
M0252,2024-12,9,4,59.0
M0253,2024-06,13,0,70.1
M0253,2024-07,11,0,72.6
M0253,2024-08,12,0,66.8
M0253,2024-09,10,2,69.0
M0253,2024-10,6,0,66.1
M0253,2024-11,7,0,80.4
M0253,2024-12,8,0,48.0
M0254,2024-02,9,3,87.0
M0254,2024-03,12,0,68.2
M0254,2024-04,7,0,68.7
M0254,2024-05,7,2,47.1
M0254,2024-06,6,0,60.6
M0254,2024-07,8,0,55.9
M0254,2024-08,7,0,52.5
M0254,2024-09,7,0,62.2
M0254,2024-10,6,0,63.5
M0254,2024-11,7,1,51.6
M0254,2024-12,10,0,76.5
M0255,2024-05,13,1,76.1
M0255,2024-06,6,0,55.7
M0255,2024-07,7,0,65.1
M0255,2024-08,11,0,61.2
M0255,2024-09,7,3,63.7
M0255,2024-10,6,0,48.0
M0255,2024-11,11,0,49.0
M0255,2024-12,7,0,100.2
M0256,2024-06,9,0,71.5
M0256,2024-07,1,0,66.7
M0256,2024-08,11,0,59.7
M0256,2024-09,10,0,67.4
M0256,2024-10,3,0,56.0
M0256,2024-11,1,0,78.5
M0257,2024-03,12,0,62.6
M0257,2024-04,7,0,61.6
M0257,2024-05,9,1,76.0
M0257,2024-06,12,0,69.3
M0257,2024-07,11,0,53.8
M0257,2024-08,9,5,83.1
M0257,2024-09,12,0,66.3
M0257,2024-10,5,2,54.0
M0257,2024-11,6,0,65.9
M0257,2024-12,10,0,59.1
M0258,2024-10,13,0,51.2
M0258,2024-11,1,2,34.2
M0258,2024-12,3,0,59.1
M0259,2024-03,10,0,73.0
M0259,2024-04,5,0,50.6
M0259,2024-05,6,0,66.9
M0259,2024-06,12,0,80.6
M0259,2024-07,7,0,67.2
M0259,2024-08,5,1,74.7
M0259,2024-09,10,1,52.0
M0259,2024-10,6,0,42.5
M0259,2024-11,5,0,81.9
M0259,2024-12,11,0,64.1
M0260,2024-06,5,0,67.5
M0260,2024-07,11,0,71.4
M0260,2024-08,11,0,67.5
M0260,2024-09,5,0,51.4
M0260,2024-10,7,0,61.9
M0260,2024-11,5,0,70.7
M0260,2024-12,3,1,91.5
M0261,2024-01,5,0,55.1
M0261,2024-02,9,0,36.8
M0261,2024-03,2,0,52.8
M0261,2024-04,3,0,49.8
M0262,2024-02,13,0,70.9
M0262,2024-03,7,0,45.0
M0262,2024-04,9,0,48.5
M0262,2024-05,6,2,81.0
M0262,2024-06,12,0,82.0
M0262,2024-07,2,0,49.8
M0262,2024-08,3,0,60.5
M0263,2024-03,11,0,77.2
M0263,2024-04,5,0,67.5
M0263,2024-05,8,1,84.2
M0263,2024-06,8,0,67.0
M0263,2024-07,7,0,74.0
M0263,2024-08,10,0,72.7
M0263,2024-09,5,0,42.5
M0263,2024-10,10,0,49.3
M0263,2024-11,8,0,40.6
M0263,2024-12,13,0,74.6
M0264,2024-02,12,0,61.5
M0264,2024-03,2,0,51.4
M0264,2024-04,4,0,44.3
M0265,2024-01,10,3,70.5
M0265,2024-02,10,0,84.8
M0265,2024-03,6,0,40.2
M0265,2024-04,8,1,77.0
M0265,2024-05,8,1,72.9
M0265,2024-06,10,0,56.4
M0265,2024-07,7,0,63.3
M0265,2024-08,11,2,68.1
M0265,2024-09,5,3,73.5
M0265,2024-10,11,0,74.3
M0265,2024-11,8,0,63.9
M0265,2024-12,12,1,68.1
M0266,2024-02,7,1,44.7
M0266,2024-03,5,0,55.2
M0266,2024-04,7,0,46.1
M0266,2024-05,9,0,55.2
M0266,2024-06,8,2,75.3
M0266,2024-07,8,0,71.0
M0266,2024-08,9,1,70.9
M0266,2024-09,9,0,65.1
M0266,2024-10,10,0,33.8
M0266,2024-11,10,0,82.5
M0266,2024-12,16,0,44.1
M0267,2024-08,10,0,49.7
M0267,2024-09,14,1,67.3
M0267,2024-10,9,1,57.5
M0267,2024-11,15,0,46.0
M0267,2024-12,8,0,61.2
M0268,2024-01,10,2,69.9
M0268,2024-02,10,0,81.3
M0268,2024-03,8,1,45.0
M0268,2024-04,9,2,52.1
M0268,2024-05,2,0,70.4
M0268,2024-06,3,0,57.4
M0269,2024-02,11,0,57.8
M0269,2024-03,11,0,66.2
M0269,2024-04,11,0,67.2
M0269,2024-05,12,0,38.8
M0269,2024-06,8,0,75.7
M0269,2024-07,9,0,68.0
M0269,2024-08,9,0,71.9
M0269,2024-09,10,0,56.6
M0269,2024-10,14,2,74.0
M0269,2024-11,7,0,73.3
M0269,2024-12,11,0,67.7
M0270,2024-03,13,0,64.6
M0270,2024-04,11,2,55.4
M0270,2024-05,14,0,72.1
M0270,2024-06,11,2,63.2
M0270,2024-07,11,0,74.4
M0270,2024-08,6,0,73.3
M0270,2024-09,4,0,56.0
M0270,2024-10,12,0,52.9
M0270,2024-11,12,0,63.4
M0270,2024-12,12,0,59.2
M0271,2024-06,11,4,78.6
M0271,2024-07,12,0,81.9
M0271,2024-08,7,1,56.2
M0271,2024-09,16,0,56.3
M0271,2024-10,11,0,59.3
M0271,2024-11,16,0,61.5
M0271,2024-12,6,0,59.8
M0272,2024-01,9,0,59.5
M0272,2024-02,17,0,48.8
M0272,2024-03,7,0,63.1
M0272,2024-04,15,1,64.6
M0272,2024-05,8,0,54.0
M0272,2024-06,2,0,76.1
M0272,2024-07,2,2,38.4
M0273,2024-10,10,1,54.5
M0273,2024-11,5,0,67.0
M0273,2024-12,4,1,78.6
M0274,2024-10,5,2,80.6
M0274,2024-11,11,2,44.2
M0274,2024-12,7,0,52.1
M0275,2024-05,6,0,71.9
M0275,2024-06,7,0,93.1
M0275,2024-07,12,0,70.2
M0275,2024-08,9,0,46.2
M0275,2024-09,8,4,75.4
M0275,2024-10,12,0,48.5
M0275,2024-11,2,0,63.0
M0275,2024-12,1,0,40.3
M0276,2024-01,13,0,45.2
M0276,2024-02,12,0,40.4
M0276,2024-03,10,0,76.8
M0276,2024-04,9,1,71.0
M0276,2024-05,4,0,63.8
M0276,2024-06,13,0,57.1
M0276,2024-07,8,0,61.9
M0276,2024-08,12,0,68.0
M0276,2024-09,9,0,70.5
M0276,2024-10,20,0,75.0
M0276,2024-11,10,0,60.7
M0276,2024-12,6,0,51.1
M0277,2024-01,12,0,69.4
M0277,2024-02,9,0,77.2
M0277,2024-03,11,0,79.2
M0277,2024-04,10,0,74.9
M0277,2024-05,6,0,56.5
M0277,2024-06,9,0,62.3
M0277,2024-07,11,0,76.1
M0277,2024-08,3,0,46.5
M0277,2024-09,8,0,39.6
M0277,2024-10,8,0,41.7
M0277,2024-11,9,0,65.9
M0277,2024-12,5,3,55.0
M0278,2024-06,12,0,50.0
M0278,2024-07,7,0,81.6
M0278,2024-08,10,0,41.4
M0278,2024-09,8,0,44.8
M0278,2024-10,10,0,37.8
M0278,2024-11,4,3,59.9
M0278,2024-12,9,0,41.1
M0279,2024-06,10,0,56.8
M0279,2024-07,8,0,49.9
M0279,2024-08,10,0,84.2
M0279,2024-09,14,1,66.5
M0279,2024-10,9,0,63.8
M0279,2024-11,8,0,34.3
M0279,2024-12,7,2,45.1
M0280,2024-08,13,0,66.5
M0280,2024-09,5,0,82.2
M0280,2024-10,10,0,62.5
M0280,2024-11,2,3,75.3
M0280,2024-12,3,0,68.2
M0281,2024-02,9,0,52.3
M0281,2024-03,7,0,55.6
M0281,2024-04,11,2,75.8
M0281,2024-05,10,0,45.8
M0281,2024-06,9,0,81.6
M0281,2024-07,4,0,82.1
M0281,2024-08,6,0,55.2
M0281,2024-09,9,0,66.7
M0281,2024-10,12,0,49.1
M0281,2024-11,11,0,47.7
M0281,2024-12,7,0,21.4
M0282,2024-02,8,0,54.7
M0282,2024-03,9,0,69.0
M0282,2024-04,6,0,63.9
M0282,2024-05,8,0,51.1
M0282,2024-06,6,0,75.2
M0282,2024-07,12,0,37.2
M0282,2024-08,11,0,39.7
M0282,2024-09,5,0,83.6
M0282,2024-10,9,0,50.1
M0282,2024-11,14,0,52.4
M0282,2024-12,5,0,46.8
M0283,2024-01,9,0,66.8
M0283,2024-02,15,0,50.4
M0283,2024-03,13,0,48.1
M0283,2024-04,11,0,73.7
M0283,2024-05,8,0,72.8
M0283,2024-06,12,0,77.6
M0283,2024-07,13,0,34.9
M0283,2024-08,11,0,54.2
M0283,2024-09,6,1,58.8
M0283,2024-10,8,0,55.1
M0283,2024-11,7,2,76.0
M0283,2024-12,12,0,46.0
M0284,2024-03,7,0,79.0
M0284,2024-04,9,0,59.5
M0284,2024-05,5,1,63.4
M0284,2024-06,6,0,49.2
M0284,2024-07,6,0,49.4
M0284,2024-08,5,0,67.5
M0284,2024-09,7,0,64.4
M0284,2024-10,6,4,50.0
M0284,2024-11,12,0,51.1
M0284,2024-12,14,0,46.6
M0285,2024-01,5,0,52.7
M0285,2024-02,8,1,53.5
M0285,2024-03,9,0,59.8
M0285,2024-04,11,0,67.5
M0285,2024-05,6,2,58.5
M0285,2024-06,5,0,69.7
M0285,2024-07,13,0,36.7
M0285,2024-08,7,0,68.2
M0285,2024-09,7,0,57.9
M0285,2024-10,14,0,64.9
M0285,2024-11,11,0,60.5
M0285,2024-12,10,2,82.5
M0286,2024-04,12,0,66.6
M0286,2024-05,2,0,51.7
M0286,2024-06,4,0,39.5
M0287,2024-06,10,0,64.2
M0287,2024-07,6,2,59.2
M0287,2024-08,14,0,42.4
M0287,2024-09,11,0,46.5
M0287,2024-10,13,0,59.6
M0287,2024-11,5,1,49.3
M0287,2024-12,9,0,52.6
M0288,2024-04,6,0,65.0
M0288,2024-05,10,0,46.3
M0288,2024-06,11,0,39.8
M0288,2024-07,11,0,26.2
M0288,2024-08,14,0,73.3
M0288,2024-09,10,0,81.6
M0288,2024-10,5,0,45.7
M0288,2024-11,11,0,73.1
M0288,2024-12,13,0,56.5
M0289,2024-02,12,0,77.4
M0289,2024-03,11,0,82.9
M0289,2024-04,10,2,61.3
M0289,2024-05,13,0,45.9
M0289,2024-06,9,0,96.4
M0289,2024-07,7,2,58.6
M0289,2024-08,7,0,59.0
M0289,2024-09,4,1,47.7
M0289,2024-10,9,0,58.4
M0289,2024-11,14,0,40.7
M0289,2024-12,12,0,42.8
M0290,2024-07,4,0,67.9
M0290,2024-08,5,1,57.9
M0290,2024-09,14,0,38.9
M0290,2024-10,6,0,34.8
M0290,2024-11,11,0,83.0
M0290,2024-12,13,0,83.6
M0291,2024-07,7,0,45.3
M0291,2024-08,13,2,85.4
M0291,2024-09,8,2,60.5
M0291,2024-10,12,0,63.0
M0291,2024-11,9,1,86.2
M0291,2024-12,9,0,71.1
M0292,2024-10,12,3,62.9
M0292,2024-11,6,1,68.4
M0292,2024-12,17,0,67.9
M0293,2024-06,14,0,51.8
M0293,2024-07,5,0,58.3
M0293,2024-08,17,0,34.7
M0293,2024-09,8,0,50.5
M0293,2024-10,9,1,65.7
M0293,2024-11,10,1,70.7
M0293,2024-12,7,0,78.2
M0294,2024-09,2,0,51.3
M0294,2024-10,9,1,44.9
M0294,2024-11,14,0,80.2
M0294,2024-12,5,0,69.5
M0295,2024-01,18,2,91.7
M0295,2024-02,4,0,66.6
M0295,2024-03,11,0,69.6
M0295,2024-04,10,0,83.1
M0295,2024-05,9,0,66.2
M0295,2024-06,7,0,73.1
M0295,2024-07,12,0,70.5
M0295,2024-08,6,0,61.5
M0295,2024-09,4,0,67.8
M0295,2024-10,12,0,72.9
M0295,2024-11,11,0,68.5
M0295,2024-12,8,2,66.1
M0296,2024-02,7,0,49.6
M0296,2024-03,11,3,78.3
M0296,2024-04,15,0,50.1
M0296,2024-05,6,0,64.8
M0296,2024-06,11,0,69.6
M0296,2024-07,12,0,68.8
M0296,2024-08,7,2,60.0
M0296,2024-09,6,0,66.7
M0296,2024-10,10,1,73.6
M0296,2024-11,8,0,47.4
M0296,2024-12,6,0,62.1
M0297,2024-04,12,0,58.1
M0297,2024-05,10,0,39.8
M0297,2024-06,6,0,62.6
M0297,2024-07,10,0,78.4
M0297,2024-08,11,0,80.9
M0297,2024-09,13,2,42.1
M0297,2024-10,8,2,67.3
M0297,2024-11,13,0,78.1
M0297,2024-12,12,0,62.6
M0298,2024-04,8,0,72.5
M0298,2024-05,7,2,73.7
M0298,2024-06,7,0,35.7
M0298,2024-07,17,0,56.9
M0298,2024-08,13,0,70.1
M0298,2024-09,6,0,60.8
M0298,2024-10,5,0,65.7
M0298,2024-11,6,0,71.7
M0298,2024-12,10,1,50.8
M0299,2024-03,10,1,62.9
M0299,2024-04,17,0,71.0
M0299,2024-05,18,0,48.2
M0299,2024-06,10,1,63.4
M0299,2024-07,7,0,60.0
M0299,2024-08,11,0,56.4
M0299,2024-09,11,0,48.6
M0299,2024-10,5,0,85.2
M0299,2024-11,4,0,58.0
M0299,2024-12,1,0,83.7
M0300,2024-09,14,1,37.7
M0300,2024-10,4,0,43.8
M0300,2024-11,12,0,48.6
M0300,2024-12,10,0,67.4
